canonical_name,normalized_name,aliases,primary_competition,competition_source,logo_path,country,review_status,confidence,notes
Vila Nova,vilanova,Vila Nova|vilanova,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Boa,boa,Boa|boa,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Sampaio Correa,sampaiocorrea,Sampaio Correa|sampaiocorrea,Brasileirão Série A/B,CURATED_TEAM_CATALOG,,Brazil,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Brondby FEM,brondbyfem,Brondby FEM|brondbyfem,Danish Women’s League,CURATED_TEAM_CATALOG,,Denmark,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Norwich City,norwichcity,Norwich City|norwichcity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Swansea City,swanseacity,Swansea City|swanseacity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=24
Stoke City,stokecity,Stoke City|stokecity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=22
Sheffield United,sheffieldunited,Sheffield United|sheffieldunited,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Middlesbrough,middlesbrough,Middlesbrough|middlesbrough,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
West Bromwich,westbromwich,West Bromwich|westbromwich,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Huddersfield,huddersfield,Huddersfield|huddersfield,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=16
Millwall,millwall,millwall|Millwall,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Hull City,hullcity,Hull City|hullcity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Queens Park Rangers,queensparkrangers,Queens Park Rangers|queensparkrangers,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Sheffield Wednesday,sheffieldwednesday,Sheffield Wednesday|sheffieldwednesday,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Bristol City,bristolcity,Bristol City|bristolcity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Cardiff City,cardiffcity,Cardiff City|cardiffcity,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Birmingham,birmingham,birmingham|Birmingham,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Blackburn Rovers,blackburnrovers,Blackburn Rovers|blackburnrovers,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Bolton,bolton,Bolton|bolton,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Ipswich,ipswich,ipswich|Ipswich,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Preston,preston,Preston|preston,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Reading,reading,reading|Reading,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Wigan Athletic,wiganathletic,Wigan Athletic|wiganathletic,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Barnsley,barnsley,Barnsley|barnsley,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Coventry,coventry,coventry|Coventry,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Portsmouth,portsmouth,Portsmouth|portsmouth,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Charlton,charlton,charlton|Charlton,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Derby County,derbycounty,Derby County|derbycounty,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Rotherham,rotherham,Rotherham|rotherham,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Luton,luton,Luton|luton,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Oxford,oxford,Oxford|oxford,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Plymouth,plymouth,plymouth|Plymouth,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Scunthorpe,scunthorpe,scunthorpe|Scunthorpe,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Wrexham,wrexham,wrexham|Wrexham,EFL Championship/English Football League,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Arsenal FEM,arsenalfem,Arsenal FEM|arsenalfem,Women’s Super League/UK Women,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Cardiff City FEM,cardiffcityfem,Cardiff City FEM|cardiffcityfem,Women’s Super League/UK Women,CURATED_TEAM_CATALOG,,England,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Lokomotiv FEM,lokomotivfem,Lokomotiv FEM|lokomotivfem,Women’s Club Competition,CURATED_TEAM_CATALOG,,Europe,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
SFK 2000 FEM,sfk2000fem,SFK 2000 FEM|sfk2000fem,Women’s Club Competition,CURATED_TEAM_CATALOG,,Europe,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Spartak Myjava FEM,spartakmyjavafem,Spartak Myjava FEM|spartakmyjavafem,Women’s Club Competition,CURATED_TEAM_CATALOG,,Europe,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Ki FEM,kifem,Ki FEM|kifem,Faroe Islands Women,CURATED_TEAM_CATALOG,,Faroe Islands,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Caen,caen,caen|Caen,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=12
Dijon,dijon,Dijon|dijon,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Sochaux,sochaux,sochaux|Sochaux,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Amiens,amiens,Amiens|amiens,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Nimes,nimes,nimes|Nimes,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Valenciennes,valenciennes,Valenciennes|valenciennes,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Avranches,avranches,avranches|Avranches,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Bergerac,bergerac,bergerac|Bergerac,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Nancy,nancy,Nancy|nancy,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Niort,niort,niort|Niort,Ligue 2/French Lower Division,CURATED_TEAM_CATALOG,,France,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Paok FEM,paokfem,Paok FEM|paokfem,Greek Women’s Football Championship,CURATED_TEAM_CATALOG,,Greece,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Breiðablik,breiðablik,breiablik|Breiðablik,Besta deild,CURATED_TEAM_CATALOG,,Iceland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Stjarnan FEM,stjarnanfem,Stjarnan FEM|stjarnanfem,Besta deild,CURATED_TEAM_CATALOG,,Iceland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Ganador A F,ganadoraf,Ganador A F|ganadoraf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Ganador B F,ganadorbf,Ganador B F|ganadorbf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Ganador C F,ganadorcf,Ganador C F|ganadorcf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Ganador SF1,ganadorsf1,Ganador SF1|ganadorsf1,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Ganador SF2,ganadorsf2,Ganador SF2|ganadorsf2,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Segundo A F,segundoaf,Segundo A F|segundoaf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Segundo B F,segundobf,Segundo B F|segundobf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Segundo C F,segundocf,Segundo C F|segundocf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Tercero A/b F,terceroabf,Tercero A/b F|terceroabf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Tercero B/c F,tercerobcf,Tercero B/c F|tercerobcf,Tournament Placeholder,CURATED_TEAM_CATALOG,,International,REVIEW,LOW,Logo not confirmed in current assets; audit_unknown_count=2
Dundee FC,dundee,dundee|Dundee FC,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Bangor City,bangorcity,Bangor City|bangorcity,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Shamrock Rovers,shamrockrovers,Shamrock Rovers|shamrockrovers,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Cliftonville FEM,cliftonvillefem,Cliftonville FEM|cliftonvillefem,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Drogheda,drogheda,drogheda|Drogheda,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Saint Patricks,saintpatricks,Saint Patricks|saintpatricks,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Shelbourne,shelbourne,shelbourne|Shelbourne,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Sligo Rovers,sligorovers,Sligo Rovers|sligorovers,Irish/Northern Irish League,CURATED_TEAM_CATALOG,,Ireland/Northern Ireland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Palermo,palermo,Palermo|palermo,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Chievo,chievo,Chievo|chievo,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=18
Spal,spal,Spal|spal,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Brescia,brescia,brescia|Brescia,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Catania,catania,catania|Catania,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Crotone,crotone,crotone|Crotone,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Frosinone,frosinone,frosinone|Frosinone,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Bari,bari,Bari|bari,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Benevento,benevento,Benevento|benevento,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Livorno,livorno,livorno|Livorno,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Pisa,pisa,pisa|Pisa,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Carpi,carpi,carpi|Carpi,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Carrarese,carrarese,Carrarese|carrarese,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Cesena,cesena,cesena|Cesena,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Cittadella,cittadella,Cittadella|cittadella,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Modena,modena,Modena|modena,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Perugia,perugia,perugia|Perugia,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Pescara,pescara,Pescara|pescara,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Pordenone,pordenone,Pordenone|pordenone,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Reggiana,reggiana,reggiana|Reggiana,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Südtirol,sudtirol,sudtirol|Südtirol,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Trapani,trapani,trapani|Trapani,Serie B/Italian Lower Division,CURATED_TEAM_CATALOG,,Italy,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Gintra FEM,gintrafem,Gintra FEM|gintrafem,Lithuanian Women A League,CURATED_TEAM_CATALOG,,Lithuania,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
Bodoglimt,bodoglimt,bodoglimt|Bodoglimt,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=102
Molde,molde,Molde|molde,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=70
Rosenborg,rosenborg,Rosenborg|rosenborg,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=66
Sarpsborg,sarpsborg,Sarpsborg|sarpsborg,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=62
Viking,viking,Viking|viking,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=62
Sandefjord,sandefjord,Sandefjord|sandefjord,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=56
Stromsgodset,stromsgodset,Stromsgodset|stromsgodset,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=56
Odds,odds,Odds|odds,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=54
Haugesund,haugesund,Haugesund|haugesund,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=52
Hamarkameratene,hamarkameratene,Hamarkameratene|hamarkameratene,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=46
Tromsoe,tromsoe,Tromsoe|tromsoe,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=46
Kristiansund,kristiansund,Kristiansund|kristiansund,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=44
Lillestroem,lillestroem,Lillestroem|lillestroem,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=38
Valerenga,valerenga,Valerenga|valerenga,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=38
Brann Bergen,brannbergen,Brann Bergen|brannbergen,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=36
Stabæk,stabæk,stabk|Stabæk,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=28
Aalesunds FK,aalesundsfk,Aalesunds FK|aalesundsfk,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Ostersunds,ostersunds,ostersunds|Ostersunds,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=26
Fredrikstad,fredrikstad,fredrikstad|Fredrikstad,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Kfum,kfum,Kfum|kfum,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=20
Jerv,jerv,jerv|Jerv,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Bryne,bryne,Bryne|bryne,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Start,start,Start|start,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Mjondalen,mjondalen,mjondalen|Mjondalen,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=6
Sogndal,sogndal,sogndal|Sogndal,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=4
Ranheim,ranheim,Ranheim|ranheim,Eliteserien/Obos-ligaen,CURATED_TEAM_CATALOG,,Norway,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=2
La Coruna,coruna,La Coruna|lacoruna,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=516
Santander,santander,Santander|santander,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=448
Leonesa,leonesa,leonesa|Leonesa,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=86
UE Llagostera,uellagostera,UE Llagostera|uellagostera,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=80
Atlético Paranaense,atleticoparanaense,atleticoparanaense|Atlético Paranaense,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=54
Albania,albania,Albania|albania,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=44
Osters,osters,osters|Osters,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=16
R. Unión Sg,runionsg,R. Unión Sg|runionsg,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=16
SD Logroñés,sdlogrones,SD Logroñés|sdlogrones,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=12
Burton,burton,burton|Burton,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=6
C. Leonesa,cleonesa,C. Leonesa|cleonesa,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=4
Moskva,moskva,moskva|Moskva,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=4
Atlético Mancha Real,atleticomanchareal,atleticomanchareal|Atlético Mancha Real,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
Guarani,guarani,Guarani|guarani,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
La Galaxi,galaxi,La Galaxi|lagalaxi,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
Terrassa,terrassa,Terrassa|terrassa,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
Viborg,viborg,Viborg|viborg,REVIEW_LEAGUE,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,LOW,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
Olimpia FEM,olimpiafem,Olimpia FEM|olimpiafem,Women Club Competition,MASTER_CATALOG_V2_REVIEW,,REVIEW,REVIEW,MEDIUM,Requires manual country/league review; Logo not confirmed in current assets; audit_unknown_count=2
Celtic,celtic,celtic|Celtic,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=122
Rangers,rangers,Rangers|rangers,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=66
Aberdeen,aberdeen,Aberdeen|aberdeen,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=14
Hearts,hearts,Hearts|hearts,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=10
Kilmarnock,kilmarnock,kilmarnock|Kilmarnock,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
Livingston,livingston,livingston|Livingston,Scottish Premiership/Scottish Football League,CURATED_TEAM_CATALOG,,Scotland,REVIEW,MEDIUM,Logo not confirmed in current assets; audit_unknown_count=8
